IDLink,SentimentTitle,SentimentHeadline
uoKq7jQPCq,0.0305866442845853,0.13857667099562537
7T2t9ZDXbR,0.03041342919453736,0.15181447273608534
GnrU0kMlz5,0.033141157241991834,0.14644902490432732
7nsuGTqmJx,-0.11843456788844084,0.03157602792174123
63aW8Nx8IJ,-0.06542950246940958,0.012982868211024678
1y2uxD7vDY,-0.07596809958579623,-0.08481557850214427
Zc9KVJw0KY,0.013875302157956966,-0.14362417563688945
l9fIYUAz72,0.057059815604081035,0.060186657789680395
IwFEpHtEye,-0.1020572681037157,-0.0792771652334171
iOIBTXDl49,0.24656664025714944,0.00888363232141965
58uFr1QXHU,-0.026069786072523575,-0.019466914948853938
PZ4tg4Y1y5,-0.1172955355532848,0.03729465231775851
0BN38Xs5Yp,0.023173382268807222,0.06859825482456385
z3KZXeDgWI,-0.1722119129206415,-0.18549339890439787
ncxzxKlXLb,-0.0529089132802002,-0.01774085666755673
qaIis3hW8o,0.1227323723713801,0.06524757801811114
7MGbvHkcS5,-0.17170451807617113,-0.14227548862497436
ehpaTiq5HN,0.020999886564746845,-0.08679496828531014
qEkSFDP51o,-0.06115154967939676,0.015205658387442762
rY9ntXqNf7,-0.27681917845419446,-0.13103068941267637
aFkMaoXfNn,0.0255062105213883,-0.13220022102597656
nZg2DExSLF,-0.2335321012542408,-0.13534153376235916
JnzKOGYIub,0.07967793408343325,-0.11039618329510262
sMhUqDx3zw,-0.01190810320570541,-0.28194155100601953
4UCG7GdfJu,0.0023959657050517252,0.05181874941059966
qNrRONXz72,-0.03448830256645663,-0.11194597141942388
X0jy0h4fyI,0.12735957129530046,-0.007724144245717178
7q2RLEYFSX,0.010310456479896885,-0.06426859832463146
TuSWjOhI0h,0.09519471607975874,0.07932023291489011
4fquvPwzRk,-0.044277120939591366,-0.07815531721546669
LBXOgwfbOf,-0.13026867914527193,-0.06574980719584816
RrCkc6EmVb,-0.04420478723493823,-0.1647989319812535
cjfBP2NUQP,0.0105781243562556,-0.20369154685285712
KiFtB26FPZ,-0.1562905774817884,-0.0704315348592387
w92s2Khw6z,-0.005591805731685072,-0.16516906655755542
4aulOxTuWS,0.0064476096146968385,0.1097566698093836
cAfxw4kXMP,0.014638061792311592,0.17436202770357834
FnX9NrTyf5,-0.05063265013021562,-0.017612658455231297
9sUcW1ZbSI,0.029838605731489675,-0.011620212232814946
B8zq5aJgpR,-0.1663250955334942,0.12061935249931409
EC2T3tzDjE,-0.020222672814011584,0.017394286581502036
ZJqeHBMEBk,0.0879625998994501,0.08616212649399276
4yWXmP8Smc,-0.020921646936354836,0.1391622767418152
RXpt6jvohQ,-0.04595546745207512,-0.018704687840763796
N9ACj1ivC6,0.10566784466114414,0.02131830564637735
nTbM4u4qRU,0.2132209276200164,-0.046999545045979925
bftOgkQkQd,-0.04600376271915834,0.06753349778462855
IU7IIZgFaL,-0.03626718426541768,-0.04969715342590389
R7nNp5Q6b9,-0.005671661323658225,-0.07900885620710363
vlD96m8XKp,-0.06884929688562898,-0.08977177130470286
lVBeGBe4jg,0.003657210495717742,-0.11830457246701441
KgplXHGUMS,0.06421872842631499,-0.02496223527704517
upuA9GaXCr,0.028067984494024232,-0.0595688809605937
ImvJ8FbyBO,0.11859397470813088,0.1042277470874544
MCsogXPvqU,0.09232275751296239,0.20672690976558716
WDI69QDFze,0.159270322414905,-0.09194967740289847
vv3UiWI1ty,-0.010710425786591945,-0.016099099423307214
vO6Go0wO0B,0.02076067781729184,-0.03889831454867057
vF8Vl2uqX4,-0.1196078190123488,0.014012688166440815
AtNFs14Ysa,-0.1636011895473388,0.058146912951457005
ZhEBfNYqUK,0.04199485722469849,-0.04585187059216318
jqAtFSHbby,-0.0739410903290521,0.03736667629320295
CwavnZLDyF,0.018054132137832208,0.05169582856762148
3XgZ1tBEx7,-0.05478000305641337,0.0811983920011558
oDKEHKAWsj,-0.07128670205598366,-0.063192834784469
Vyn0hERtMP,-0.13400851192546984,-0.005302619770812929
ckqZAQH4I8,-0.1279222057650592,-0.0070111803350178595
gbqqfjwGDg,0.0793824067548082,-0.04526167681113292
AiNZJs2cYh,0.39501011796204816,-0.08843602075898929
413mGZ7jBR,0.029360091697625424,0.10249390604601545
mip4BQpTZS,0.02783255819640661,-0.07631784913612022
nmMPD0h78y,0.021500507896793513,0.10249390604601545
8wyu2uW2Pu,0.10093070588100847,0.07048114391112008
hML86WMY3t,0.027822387045038376,-0.022063808684122197
9LFBgm3zyS,0.0612581130701839,-0.01293510609328945
5gHLZf1uyg,0.057446774732989425,0.05489179672644888
xVQ0JzeLNJ,0.060048197836567535,-0.012672711964439157
AuI4ecOu1Q,-0.07440440142703374,-0.2787628493090547
dZBSZuD798,0.0793824067548082,-0.04526167681113292
Ki7SYu9Ym8,-0.07187773421455385,0.11906167850910039
F8P1HlpuJd,0.03837312459100854,0.019898681253301867
431Pu6Uqox,0.03889411263020505,0.046578411325436636
i5O437Y5m9,-0.04490580317664854,0.027914724062005486
A6CMjelP5p,-0.07666186922664743,0.03465507281019825
1LdnQ69LzC,-0.06070168386419443,0.00730933148632059
NsrbeTDlsh,-0.24288862828996075,-0.18830343003745198
ETcRkVyWRY,-0.19569806452464175,-0.09770422950974386
meu58LQNMq,0.002612018961071348,0.12591242261387214
XiMFWtVwPf,-0.18163216650781017,0.07636415689448042
7vrd5MLxp5,-0.07528392725708408,0.16796973193915427
4grY952Gpb,-0.11860146746366337,-0.10172854677403534
D0IyVRiaTf,0.0565337290177431,-0.11073079015256235
0iG919kVFw,-0.23780465052097574,-0.13770264050781766
JrNOwsnoXC,0.0102153579873259,-0.10691889480745874
BoPnjB4acI,-0.135943324927547,-0.07339052690236629
RYDrG9DEs0,-0.1275619049173126,-0.0726256862004748
oZSd2IftIA,0.04188363980956206,0.14713910380755113
Isz7CnPFvp,0.06826305586955712,0.09103734776841997
LQGdp8tp4N,-0.04433303765852763,0.006814222017049225
AakuTXHIIp,-0.18992668974021845,-0.11400543867797192
W4dIuijRBC,0.14295370434055898,0.3997198393064091
BVVVTxWV3z,-0.06010563873739112,-0.12683567809926283
mjC68O6lsk,0.13272300499882972,-0.12259224016666177
t2KrMfUzC6,-0.12939964373493967,0.03737509843940097
vyUKA4uy1x,0.02382780750688995,-0.02285821677547716
HSKALbp3m8,-0.05248372479891818,-0.11672501337982724
PZCzMBA3vn,0.006861421249316879,-0.09882770990141321
1pjsczqoN5,0.006857606604572741,-0.08678001674001935
pdyRHJTkyv,0.03882718835940159,0.0650771620907979
2bwKMLKuBb,-0.08384472368482328,0.13570912696049825
O7xtMUsfom,-0.18521441090859062,-0.002839957823496525
CgEMbw55S3,-0.11143142803034892,0.12347834123560845
GrbllBn00t,-0.2261575247095628,0.14357895615725697
yAg25dfcZw,0.039448662141476215,-0.0024535432789005718
5bdGiaZmTZ,0.19333151265746532,-0.19255729597424953
kf4XJ6omsu,-0.01031075327640624,-0.005507024328735358
kEEX0uPN14,0.10168570761940814,0.0999438462236402
sIWynI4YtU,-0.19867041147673017,-0.09207944538375105
FNGxBbucTX,0.01732851870273146,-0.10063439386245736
6akXSlNYgb,-0.14475912127134452,-0.06423412818743382
3uiovLDca4,-0.07923046258824756,0.025362322325039724
qdr7LVxfUo,0.09647551814884207,0.005062982508082001
0w2bXi4I9e,0.010776736545634793,-0.037688697172313365
fcZN6k0jVh,-0.013698256909612084,0.08454815229842354
4I8PIJnU4O,-0.12744975971199285,-0.09469812929301591
JcSl9JCOM5,0.3048429796519363,-0.06270004268244683
WOkfIoCSEf,-0.11406154679383028,-0.05638114975157051
uoOmCrTndW,0.017136711867451863,-0.05893095217776746
kIa8I3N2fD,-0.13076471228340533,-0.28271383200969774
bzGXKnWsQ8,-0.08237095390144356,-0.06447808220045508
tGOthLXZiD,0.035710465099085986,-0.05913712311433342
eQfhvEnNpE,-0.03222276631077646,-0.16503760485769275
D7QqbFkxSp,0.24323087205684854,0.13968452229284978
JvbqojPHax,0.4297582314922843,0.25920474408266453
JnUtcRIjx3,-0.03451179794708861,0.1166963217152212
b8lhjFugVf,-0.17393974069005982,-0.11667070082998052
pYsUMitzlJ,0.09134887275079935,0.0871761430008103
yIsJGxWe9I,0.08291408372498488,0.0774364942371117
wVQ9WjPXSk,-0.053678613020786844,-0.06752231607909731
DJM7p0TNkb,0.057764295991880404,-0.1652743274515548
p1FOjDBDjB,-0.07330236993392447,-0.011807912715633785
YKPccZk1tA,-0.06176528319638691,-0.030330255861249485
xj6sQQnoCS,-0.004128465593436529,-0.0919989538749664
bgwLKauWct,0.19028876804421072,0.15325210737580308
6JoA9t9vJ6,0.025557783743199818,-0.09190072896614127
vb9JiRSxNo,-0.0477468482595885,0.01577222436775689
kDHvmv9ysT,0.04580377007190593,-0.04160774500851061
zu1DPdgX6Y,0.03934123159878106,-0.15033084039161965
RgIN2xxJqC,0.06091094503196058,-0.06587233629588263
w0E9Hi7V1V,-0.02350000637011764,-0.030528689673514582
3jfVN76CqT,-0.06778307560447777,0.014893672710030545
vNhtevAz01,-0.027711513858784956,0.10474007277967544
GFaQXnoFlR,-0.23351239789099487,-0.18028444725440912
0ZpZjHHmcP,0.0529103655351808,0.0027445489026868275
vtbeoYWRaE,0.04866873283378327,-0.001713443083881258
mrfhSsGkKR,-0.14845451252500383,-0.005477392048619731
fLjOIwQoOY,0.054550783647762294,0.10348790886017022
8Bbj8Ni5AK,-0.00020536433328890644,-0.12877003600712691
CSie6O48Pd,-0.38033243837151415,-0.18775670111307485
MkpiJgzFtq,-0.21400433757896017,-0.14507800911155833
Mm5zPflJGV,-0.12561534353516177,0.03128372168473249
7WcUGUYfxh,-0.0462841126658316,-0.005325686519159795
yPDuDYTzGl,-0.0996545304986063,-0.08129755839330635
mktTeyrneU,-0.09059768064411183,-0.07818289959993134
x5cdJNV1t4,-0.09522049032623536,-0.07787822628060885
kg5q6H4JCj,-0.061166662925517895,-0.12093246847255992
xsZGe91ntz,0.05028919335396796,-0.10189147273873687
xeg7lR6fu9,-0.03234348294118661,0.00309672216449583
YJVPZApVWm,0.23743256956199107,0.11653463688334008
6Zer1fdDBJ,0.032175651642309566,0.007065247060003152
aGQnrfVk04,0.03941173346148641,0.019490175756154547
YgrfDxZuod,-0.09591983815885984,-0.02341637959149167
iuZVMs76VX,-0.0672518053714639,-0.0129100826777204
cdrlqSlN1M,-0.0926185625190842,-0.06597941036311016
Jog1sdqwLX,-0.06728275220011896,-0.044880027312665396
OEwny9rfDi,-0.12761085835996586,-0.03301273437704196
z9C8eL2hua,-0.12851316572243549,-0.018424652220126375
ru2vEwqPsp,0.10676052717997328,0.15156962589318307
YuK5jEoeyG,0.0648422379182414,-0.09410027700464912
LDhBu0nCEG,-0.12791558350759613,-0.13556425356785567
39OwfW42nI,-0.1624371516917838,0.08281298619196158
N4OaT5VNeZ,-0.04391677204254612,0.002442135075581671
f7eV5JXD3u,-0.039961795889887644,0.022577890069177736
spi929sFvJ,-0.12026822673654253,0.04539574034512357
C46bpH8h18,-0.22873060894204,0.035976526897338074
qKR77leUgm,-0.0017823143320949888,0.047616996200349676
8ddCEigHGT,0.13968794689139105,0.11062035291232226
fvMTBXjvgv,-0.05036062982744004,0.017868255061136026
Xsl5WdmIei,0.24581222449264287,-0.09610163383544909
VbMGUnp1cG,0.1696520604044003,-0.06573791766403325
QqmO7vPyQY,0.13240000127138182,-0.060789567407280434
7ry9LIFpFT,-0.0475993799912252,-0.013573437886127918
KYmTVPV3uD,-0.18183352341082154,0.008547640872849219
LmfL4E5UD7,0.02513799694094385,-0.05292466717164211
TbKadKZxuq,-0.030753600248173796,-0.1996520531686577
q7hxf7Y7U6,-0.1417618827335378,-0.10519949257999373
PLG187GDRs,-0.14077336433570006,0.17176359110435185
VnmgsJHieo,0.28114831221656267,-0.019395476302346025
aiqDU8RLwM,0.14914344372229615,-0.0808750918725904
cOXxurknKK,0.047546855443636515,-0.055675343933828114
wN7QRkIdu7,0.18575251203383064,0.032210984644687815
KO6jFzgBu2,-0.012692551620934241,-0.03841565855135268
BeAJRWrfoP,0.15036089017543958,-0.03793123853463198
1JSVujmz18,-0.08019675593106881,-0.037824277064326874
piJIgKylsP,0.02925428329914014,-0.0078091758261651135
OkPRWoeAxa,-0.13805958451077036,-0.09134498316848526
1sM3xx4n3P,-0.08619763618613611,0.14338543793325426
Oci9ve1FuP,-0.06888054472797069,-0.017057973677940756
FB6ZKdD72l,0.13091530627554582,-0.02638998264780909
RA81IVUzly,0.11734583415036379,-0.03352587603791111
4VRPFCkmEe,0.12523174116361221,-0.026310821261068783
aON3HeWtV7,0.12513761505677884,-0.025304930482928402
piIBbGaqU3,0.21769135507393844,-0.03068152638033272
qf4gMkFb2u,0.21522032984957867,-0.03104801131091409
3vxFwKdODw,-0.09216518199204944,0.03952467304612371
fX7NnP6YCF,-0.07161744588905639,-0.04562993023609803
y0vaGfJMzT,-0.02969532240867317,-0.042159679875640274
NLvJyNMaIz,0.05534889714955761,0.06145523753070306
zL2Rx2GEaw,-0.01928495596991168,-0.10280704710588488
R1WyF0JFHT,0.11309274166910654,-0.05191098211685455
Pu9AwPfORj,0.037900349361196045,0.11861906990465522
Or207FGxHG,0.0334066710070062,0.025522124684337053
dhlhBGP43P,-0.1420489384294555,-0.19406548079121205
pBq84TJhR6,-0.07789144888520744,-0.25976419038471976
YQk6R6wPgc,-0.07160672793807478,0.040289723170494465
r3e0Rbuxkp,0.0995147051371516,-0.057094137948418736
2gV5oJa0IZ,0.014041295202488067,0.15191964735461
6VE6k9vdIG,0.0339214412188039,-0.047570423540022055
VyhEuW2l3d,0.03687275581868579,-0.1261615599546459
GVl9tnwP1W,0.069467346458572,0.219484461872332
4eYvYMcLt9,-0.08098664791215818,-0.04007704850170209
RHxjUhE2Sz,0.041910158805453665,-0.03819204611637829
aguYYOm2kD,-0.0576873552583141,-0.1047320924314798
9dmVhzVeQ8,-0.07801839146026836,-0.025393815829607164
t0nCxnZnBN,-0.08025563047368248,0.012238696273919117
Gp9XZpEVGc,-0.0051130584526741674,-0.18116958530202976
8Uhlggr7Ef,0.1577405772586065,-0.16159811813874114
aodiIkO7Ku,-0.04569665818431058,-0.002740662726410631
pY6RA6DXwa,-0.02748775283838318,0.07353088826459472
603tKkbux5,-0.10824437652502913,-0.08015192618126299
y5qxOaYBVC,0.008993536941562928,-0.03795730190855761
NKDZcX39rZ,-0.07467676445676077,0.2863926606202181
AH9VDOgJB2,-0.02637118197167598,-0.04540938310363497
jKYvcCWEYN,0.034974781093576365,-0.18341706592383916
YyCKlG4Ogh,0.14333666339135007,0.2955743676643587
k35RJ0AJMA,0.03840587322428572,-0.06640001355409336
BJt9iQ4l5L,-0.17109524399566473,0.011562494852304692
Sxx1uhI88r,-0.07247679529749998,-0.1864136289720939
ParImXGa4y,0.00988223545387474,0.1865877970096893
qyxzR40nFU,0.06911220556329548,-0.09452744554146883
tTWa4wOJh8,0.21082163939115703,0.11084941101973357
t4f3Knwjry,0.0470222386923181,0.15856809867992777
0LU98hEL4w,-0.06359568680266496,-0.0950378104089521
zZE0u1pPjy,0.03456448532145401,-0.05302776912175063
hcIV3aEmQx,-0.10923968376279708,0.07358459271074227
6DOLQ73X5F,-0.016680892563317333,-0.026698733506909062
Tq0ducHFml,-0.007977989817226794,0.02097384580105465
Rh5XftspGh,0.03884886531680404,-0.05392038856245577
29oDZ4VyyP,-0.07131479153123679,0.03954434032064005
iVDtyA4far,-0.05249984025163133,0.04378813816114879
9MASAUaQBM,0.015983439426630146,-0.02506284031218825
W4klAHWnu2,-0.07356789880078173,0.09876166681181524
xetdX85aOV,0.07469773689500311,0.05099304323614329
MXSFuBeA5R,-0.08141634044787602,-0.019451032281043033
LzXDmFqDPo,-0.015034852628926596,-0.0017083376783875587
iuNST58QXQ,0.0747551850375221,-0.11449670090035657
UNRK4z4Ltv,-0.07540156703054414,-0.014015199145345669
p9Qhejl9lr,0.11982752658985144,-0.05097066625984177
TQvLHX3WNU,0.31748027835490455,-0.09374179607677072
QRNsOeb7U2,-0.017666040517049113,-0.02667593378047224
Y49W1zqBYS,0.006470615462534832,-0.0394385141329981
Zi3GHecIu1,0.07397591716330121,0.03916009369863427
KHQ15y5DBa,-0.0688308066917199,0.15870920848794984
RapCXuvCiV,-0.009993396394458972,-0.05102932864201627
M9I4abAouo,-0.015074113597965965,-0.05401788176475235
Tkv1f3qT74,-0.21532460624755706,-0.002951624339137565
tFg7r3HaTa,-0.05069477704840265,-0.0905821523032117
efr1qQDqEd,0.09973706335965761,-0.010465130346899956
hutJI0k34A,-0.07791713832956919,-0.026377182284127818
yqo8VHOaNb,-0.13941623518474414,-0.04657639908437589
ijN59t7A5Z,0.06566457077321568,-0.12176282379148338
Ql1k8gmyuQ,0.11205665577502083,0.07733731935958758
mvn2mlmwY2,-0.05069643922004623,-0.11663146485689253
vZOupTe4gT,0.04151920749464566,0.1111391556186098
P20LSXp1j1,0.04665511459402477,-0.05391592407110976
i8vd75bXmL,-0.07079767422067147,0.0243312406661719
8N04d87SIk,-0.003444421457663563,-0.08649716075249644
HL3a1yej2j,-0.020766926552338978,-0.10581460641328715
DOo4yQ7DlF,0.021709419162330264,-0.10364726138570658
8vyd1a1Joo,-0.009782604007453354,-0.08183028973151325
YhpxYCyzgL,-0.07549301761849869,-0.12738869403567327
CLUPlyrVjN,0.005317794110391939,-0.0960163127048517
QF6LprIY2z,-0.1357945672115394,-0.026352581669103065
LqiEbxenPA,0.10174284448759006,-0.01053887919319036
2sjaxf0xUD,0.024369307421388587,-0.09507148978449917
2yyC6zbxUx,-0.05996060653700663,0.2016425773256857
KlQL3CAldc,-0.07641015009322,0.034558645845750594
j18aBNBlZi,-0.08140948693957165,0.3585577213669105
w54eLn9FH2,-0.049774320589900806,0.09695170129784135
qwXkQFCBvP,0.08197962382472182,-0.0507935499070257
JNSPTs5eLM,0.03738519060194366,0.049402832739727356
CfnVem57uL,0.03921774170362412,0.07236950013207086
Mf3R2caPyE,0.001290527722492496,-0.0022769417375390344
LO3g4xxXt6,-0.02991720778263549,0.08421442466523422
AuYDp9av6M,-0.03558471993679473,-0.1768818232527426
kmaTVG653V,-0.05928287690988211,-0.0019258963984394653
ln62x0y5HX,0.4232935984294701,0.11464461459252763
ulNGUXKaem,-0.0111736401153437,-0.2786914119663078
sl9crvJMxY,0.08973355417331264,-0.004441141627750056
gFBPPhi32Y,0.028075468656046276,-0.05957021996599126
pgUqUjHmku,-0.0166525933159007,-0.12877003600712691
RraMFp1V9H,-0.14310633957464047,-0.026530387901358032
bndJT2Y4Tn,-0.025083359684218313,-0.10042244776732707
oxFbqc5SKG,-0.07072561644063582,-0.1936631129713165
85OoVqA95L,-0.06121249213400147,-0.2432428429406095
xWewMGOdPW,-0.14847735492183978,-0.038537380618017716
w5xNAzmolZ,-0.007744085201848851,-0.026353613914750017
UNW7bltEYg,-0.03871628822622366,-0.007818955821644599
1snj4cQCOO,0.0943895185989685,0.10291684407825309
JPWb3ozOVG,0.09753158541739204,0.019526697700588846
elyoV3lJH7,-0.010250221410786345,-0.09463965289160692
VopZNvp9ED,0.02295642877793438,0.07053940837548706
8LOJmoa4MW,0.09149814891054348,-0.19804228186750278
NHrqYfIEBo,0.019015514501862996,-0.029200927479057358
3y1llVi9vN,-0.14810698561228794,-0.12255612330593021
dEp1baIIMU,0.032032934057652965,0.14353630935931377
857NQg8IFG,0.02187662995091617,-0.01943598222803777
ZSTIDAu6d8,0.1809303977581301,0.012542709313406675
KrOSRYOXrF,0.0672979015161184,0.08261469219724552
AkA9Mqw3Pj,0.004879675350105087,-0.04606643103029813
FSwBjtIwsA,-0.04123801219112652,-0.054152577218261125
JZUAroVLxe,0.1236727194380513,-0.14253213823821964
5XM8o2FkaW,0.05935600328982686,-0.05857214584830738
yxUGeUCg16,-0.11217986554988271,0.08230205500743487
IaFHJI59Z9,-0.056033442010106696,0.030603083618031227
5SywAjrkhb,0.05548196497812791,-0.01275989719006242
9sN1Ud065C,0.04098694521164725,-0.10105879478389578
T5Z7FsWDen,-0.15017567781563348,-0.06505745030385492
jVJOdFFdiP,0.19525223879208234,0.02903083733535386
svD79ti0H9,0.07330602159456606,-0.031838253320372885
jveezrtVry,-0.2252700902941492,-0.1270007396960393
o64rf67IzM,-0.04391957372695765,-0.13521671230448676
tm8GH5tkBX,-0.06889973091575605,-0.06999927398803177
pWhSbbeWDk,-0.0015193134066821372,-0.056609280376604176
29bKZddx0D,-0.13330583085531716,-0.11245430082946359
MQFhbxPK1H,-0.03492921580392038,-0.06921856997659354
XjpIi9ED5O,0.0011023716918484375,-0.0020099867581603245
u2mhtUOOz1,0.0005331748074398242,-0.003987691462769699
x0hbmKnG5L,0.0007425225177189777,-0.003383823164837131
lQ37wmMOJs,-0.08795973459532845,-0.05168001219534116
6e7BJzlkg4,-0.1624371516917838,0.11023392367943831
N2Mbysk7jB,-0.01947563198570359,-0.08879630420878831
drR7ch1AnZ,-0.05579221763650283,-0.04932265437035694
wCS7MJVsim,0.24855479199009964,-0.09217218543975077
7b1k9TMbfr,0.06663838465700372,0.020810153862615068
2mk7OFHOEp,0.03749521069700025,-0.09835438389028993
DFdxxF7o0K,-0.047227514471524054,-0.15612164264901723
RfgxmrxbUK,0.23654607095584249,-0.0701694620971865
D7ZfNancCw,-0.009065604881856777,-0.10216347659272255
icw4ABODNI,0.04575770098940131,0.008617668124722012
prnkR60h6k,0.010105767316397743,-0.078201218524928
lIeSPx1aJr,-0.12201626003924002,-0.018806743048679762
zBqtWPZwwr,-0.047244585899495734,0.03281958387157781
SCkedXayea,-0.33287720375648494,-0.1617617141796124
9546XLsdbu,0.250795986815516,0.13539695548860703
5ggNwvQWIy,-0.029313815514755495,0.05937846702181081
tU8gH5uwoM,-0.1165925964270551,0.07555229485583832
SJslMHy3iR,-0.02656270521629945,-0.03671941254615053
1dcC5yUZXG,-0.026064805093216136,-0.037915399640357096
JyhNx3ETSO,-0.07298236332121275,-0.0006064433011737924
5poKVsmfn5,0.14272807394694578,-0.007534419036204526
L8GF3g0Uco,-0.012659729113445952,0.12575680523741717
TyDGO8mc6s,-0.07091390423962231,0.00663133146177626
2sraWWdArL,0.027895000915996632,-0.11418408725699579
k05LiWfBSN,0.12815641235004818,0.08509688528061715
X2DpDMzkqb,-0.10663483835552912,-0.10896572541852842
0HianK4mst,0.1081984018120483,0.08069329430549481
DQkvNzmgda,-0.02784900582373074,-0.03525393183553172
0J3XwF5Ffo,-0.19366524139417193,-0.08724058354694551
gFaZoQwO3Y,-0.025770898321589634,-0.09680377340898463
lniaRE52yl,0.1367938864805308,-0.009990980312293403
RNcOuf5GK9,-0.05908197811627494,-0.15626622821326136
GqhE4tD0aL,-0.09541449136785426,0.054135753019278185
rqWbUXdyyV,-0.006537524068360379,-0.07164298849926713
jr4G0MwcCw,0.017344061517839283,-0.08797107160496415
BRGNS5AjC4,-0.08437611366448985,-0.06456172289753154
GbxwSxtUx3,0.14651511099514775,0.00031902252435447864
wwbQRQvXED,0.04580793438131353,-0.046002278845857975
xsOhJFRNPA,-0.023216415412714214,0.05914387770299258
8cEGLMZ1e4,0.2811418251386447,0.039787583569883295
